Data Check  ·  25 Aug 2026  ·  history checks: all rows; cross-source: yieldz protocol data + on-chain reads,,,,,,,,,,,
Tab,Farm,Chain,Protocol,APY Now,7d,Verdict,Cross-Source APY,Source,Flags,Risk,Risk Basis
USD Farms,JLP Market,Solana,Kamino Lend,4.23894,4.01528,VERIFIED,4.206,kamino-api,,High (2.0),"score 2.0; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0); market reserves leg 3.0 (AUTO unrated@100%, USDC 9.0@0%); market reserves leg governs; -1 tvl<1M"
USD Farms,GTEURCB,Base,Morpho Blue,4.23733,4.02196,VERIFIED,3.722,yieldz (base),,Med-Low (7.5),"score 7.5; allocation leg 8.5 (cbBTC 8.5*@73%, wstETH 8.5*@22%, WETH 9.0*@4%, cbETH 8.3*@1%); -1 tvl<1M"
ETH Farms,For buying PT-superWETH-26NOV2026,Ethereum,Pendle,4.2323,4.1783,VERIFIED,3.271,pendle-api,,High,unrated: internal signals only
USD Farms,Figure Market,Solana,Kamino Lend,4.20048,4.24961,VERIFIED,4.156,kamino-api,,Med-High (4.3),"score 4.3; CASH 4.3 (pharos 4.3); market reserves leg 5.3 (PRIME unrated@59%, USDC 9.0@27%, PYUSD 7.7@13%, USDS 8.3@1%, wYLDS 6.0@0%, USDT 7.1@0%)"
USD Farms,GTUSDC,Ethereum,Morpho Blue,4.19561,4.21875,VERIFIED,5.127,yieldz (base),,Med-High (5.2),"score 5.2; GTUSDC 8.3 (pharos 8.3); allocation leg 5.7 (AA_FalconXUSDC 5.8@92%, PT-sUSDD-27AUG2026→sUSDD 3.6@6%, LBTC 7.5*@1%, PT-USDG-28MAY2026→USDG 6.8@0%, cbBTC 8.5*@0%, weETH 7.0@0%, sUSDD 4.1@0%, syrupUSDC 6.8@0%); credora vault A (psl 0.36%); worst leg: GTUSDC; allocation leg governs; -0.5 concentrated book 92%"
USD Farms,GUSDCQ,Ethereum,Morpho Blue,4.19423,4.2216,VERIFIED,4.2,yieldz (base),,Low (8.5),"score 8.5; allocation leg 8.5 (cbBTC 8.5*@48%, WBTC 8.5*@38%, wstETH 8.5*@14%)"
USD Farms,GTUSDCP,Ethereum,Morpho Blue,4.19363,4.22577,VERIFIED,4.2,yieldz (base),,Low (8.4),"score 8.4; GTUSDCP 8.4 (pharos 8.4); allocation leg 8.5 (cbBTC 8.5*@61%, WBTC 8.5*@33%, wstETH 8.5*@3%, wstETH 8.5*@1%, WETH 9.0*@1%, WBTC 8.5*@0%, cbBTC 8.5*@0%)"
USD Farms,STEAKUSDC,Ethereum,Morpho Blue,4.19157,4.22947,VERIFIED,4.199,yieldz (base),,Med-High (5.9),"score 5.9; STEAKUSDC 6.4 (pharos 6.4); allocation leg 8.5 (cbBTC 8.5*@95%, wstETH 8.5*@2%, weETH 7.0@1%, wstETH 8.5*@1%, WBTC 8.5*@1%, WBTC 8.5*@0%, WETH 9.0*@0%, cbBTC 8.5*@0%); -0.5 concentrated book 95%"
USD Farms,UNIUSDC,Ethereum,Morpho Blue,4.19113,4.21649,VERIFIED,4.197,yieldz (base),,Low (8.5),"score 8.5; allocation leg 8.5 (cbBTC 8.5*@79%, WBTC 8.5*@21%, wstETH 8.5*@0%)"
USD Farms,STEAKUSDCFARCASTER,Base,Morpho Blue,4.18206,4.16355,VERIFIED,4.214,yieldz (base),,Med-Low (6.8),"score 6.8; allocation leg 8.3 (cbETH 8.3*@100%, cbBTC 8.5*@0%, WETH 9.0*@0%, cbETH 8.3*@0%, wstETH 8.5*@0%); -1 tvl<1M; -0.5 concentrated book 100%"
USD Farms,Maple Market,Solana,Kamino Lend,4.18125,3.71897,VERIFIED,4.17,kamino-api,,Med-Low (6.8),"score 6.8; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0); market reserves leg 6.8 (syrupUSDC 6.8@95%, USDC 9.0@3%, USDG 7.3@2%, CASH 4.3@0%, USDS 8.3@0%, USD1 6.9@0%); market reserves leg governs"
USD Farms,MPUSDC,Base,Morpho Blue,4.16686,4.15509,VERIFIED,4.208,yieldz (base),,Med-Low (7.6),"score 7.6; allocation leg 8.6 (cbBTC 8.5*@34%, cbETH 8.3*@33%, WETH 9.0*@33%); -1 tvl<1M"
USD Farms,FRXUSD-USPC,Ethereum,Curve DEX,4.16263,3.39658,VERIFIED,3.467,curve-api (total),,High (2.5),"score 2.5; FRXUSD 6.1 (pharos 6.9, tid 5.5); USPC 4.0 (tid 4.0); worst leg: USPC; -1 tvl<1M; -0.5 pool 76% in frxUSD"
USD Farms,PRIMEUSDC,Base,Morpho Blue,4.16077,4.15278,VERIFIED,4.207,yieldz (base),,Med-Low (7.7),"score 7.7; allocation leg 8.7 (cbBTC 8.5*@50%, WETH 9.0*@50%); -1 tvl<1M"
USD Farms,GTUSDCP,Base,Morpho Blue,4.15983,4.13824,VERIFIED,4.205,yieldz (base),,Med-Low (7.9),"score 7.9; GTUSDCP 8.4 (pharos 8.4); allocation leg 8.5 (cbBTC 8.5*@99%, WETH 9.0*@1%, cbETH 8.3*@0%, cbETH 8.3*@0%, wstETH 8.5*@0%); -0.5 concentrated book 99%"
USD Farms,GTUSDCP,Base,Morpho Blue,4.158,4.13637,VERIFIED,4.205,yieldz (base),,Med-Low (7.9),"score 7.9; GTUSDCP 8.4 (pharos 8.4); allocation leg 8.5 (cbBTC 8.5*@97%, cbETH 8.3*@1%, WETH 9.0*@1%, cbETH 8.3*@0%, wstETH 8.5*@0%, cbETH 8.3*@0%); -0.5 concentrated book 97%"
USD Farms,STEAKUSDC,Base,Morpho Blue,4.15767,4.13595,VERIFIED,4.205,yieldz (base),,Med-High (5.9),"score 5.9; STEAKUSDC 6.4 (pharos 6.4); allocation leg 8.5 (cbBTC 8.5*@99%, WETH 9.0*@1%, cbETH 8.3*@0%, cbETH 8.3*@0%, wstETH 8.5*@0%); -0.5 concentrated book 99%"
USD Farms,SPARKUSDCBC,Ethereum,Morpho Blue,4.14566,4.18831,VERIFIED,5.23,yieldz (base),,Med-High (5.1),"score 5.1; allocation leg 5.1 (wFalconX unrated@27%, PT-reUSD-10DEC2026→reUSD 4.7@25%, cbBTC 8.5*@15%, USD3 5.0@11%, stUSDS 7.4@10%, PT-USD3-17DEC2026→USD3 4.5@9%, wstETH 8.5*@2%, mF-ONE 4.8@2%, WBTC 8.5*@0%)"
USD Farms,Curve.fi Factory Plain Pool: crvUSD/USDT,Ethereum,Curve DEX,4.137119999999999,4.22846,VERIFIED,3.643,curve-api (total),,Med-High (5.8),"score 5.8; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,USDC/USDf,Ethereum,Curve DEX,4.11296,3.85312,VERIFIED,4.166,curve-api (total),,Med-High (4.1),"score 4.1; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); USDF 4.6 (pharos 4.6); worst leg: USDF; -0.5 pool 80% in USDf"
USD Farms,reUSD Market,Solana,Kamino Lend,4.11013,3.75891,VERIFIED,4.076,kamino-api,,High (3.3),"score 3.3; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4); market reserves leg 5.3 (reUSD 5.2@96%, USDC 9.0@4%); market reserves leg governs; -1 tvl<1M; -1 util 93%"
USD Farms,SRNUSD,Ethereum,Strata Markets,4.09252,4.21491,VERIFIED,4.012,strata on-chain lens,,Med-High (5.4),score 5.4; NUSD 4.9 (pharos 4.9); +0.5 senior tranche buffer
USD Farms,crvUSD-2 yVault,Ethereum,Yearn Finance,4.06316,3.85176,VERIFIED,4.071,ydaemon,,Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); strategy book leg 5.8 (Curve Boosted cr~crvUSD 5.8†@54%, Curve Boosted cr~crvUSD 5.8†@20%, Convex crvUSD-fx~crvUSD 5.8†@16%, Curve Boosted cr~crvUSD 5.8†@8%, Curve Boosted cr~crvUSD 5.8†@1%, Convex crvUSD-sf~crvUSD 5.8†@0%, Convex crvUSD-sr~crvUSD 5.8†@0%, Curve Boosted cr~crvUSD 5.8†@0%); strategy book leg governs"
USD Farms,YCSUSDC,Base,Morpho Blue,4.0544,4.02351,VERIFIED,4.208,yieldz (base),,Med-Low (7.6),"score 7.6; allocation leg 8.6 (cbBTC 8.5*@34%, cbETH 8.3*@33%, WETH 9.0*@33%); -1 tvl<1M"
USD Farms,STEAKEURC,Base,Morpho Blue,4.01742,3.81288,VERIFIED,3.527,yieldz (base),,Low (8.5),"score 8.5; allocation leg 8.5 (cbBTC 8.5*@81%, wstETH 8.5*@16%, cbETH 8.3*@3%)"
ETH Farms,0.3%,Ethereum,Uniswap V3,4.000620000000001,3.87361,VERIFIED,3.924,merkl (reward APR),,High (2.0),score 2.0; WETH 9.0*; PUFETH unrated 3.0; worst leg: PUFETH; -1 tvl<1M
USD Farms,STEAKUSDC,Ethereum,Morpho Blue,3.9895,4.01385,VERIFIED,4.2,yieldz (base),,Med-Low (6.4),"score 6.4; STEAKUSDC 6.4 (pharos 6.4); allocation leg 8.5 (cbBTC 8.5*@61%, WBTC 8.5*@33%, wstETH 8.5*@3%, wstETH 8.5*@1%, WETH 9.0*@1%, WBTC 8.5*@0%, cbBTC 8.5*@0%)"
USD Farms,True Yield Dollar,Base,Yearn Finance,3.97015,3.95191,VERIFIED,3.97,ydaemon,,Med-High (5.0),"score 5.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); strategy book leg 6.5 (Morpho Yearn Morpho Va† 6.5†@100%); strategy book leg governs; -1 tvl<1M; -0.5 concentrated book 100%"
USD Farms,STEAKEURC,Base,Morpho Blue,3.96531,3.83046,VERIFIED,3.686,on-chain (7d realized),,High,unrated: internal signals only
USD Farms,ETHENAUSDC,Base,Morpho Blue,3.96379,3.90924,VERIFIED,3.931,yieldz (base),,Med-Low (6.1),"score 6.1; allocation leg 6.1 (USDe 6.8@67%, cbXRP unrated@23%, cbBTC 8.5*@9%, cbETH 8.3*@0%)"
USD Farms,Curve.fi Factory Plain Pool: crvUSD/USDC,Ethereum,Curve DEX,3.95078,4.27381,VERIFIED,3.566,curve-api (total),,Med-High (5.8),"score 5.8; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,GUSDCQ,Base,Morpho Blue,3.94991,3.92859,VERIFIED,3.997,yieldz (base),,Low (8.0),"score 8.0; allocation leg 8.5 (cbBTC 8.5*@94%, WETH 9.0*@5%, cbETH 8.3*@1%); -0.5 concentrated book 94%"
USD Farms,STEAKUSDC,Base,Morpho Blue,3.94859,3.92573,VERIFIED,3.85,yieldz (base),,Med-Low (6.4),"score 6.4; STEAKUSDC 6.4 (pharos 6.4); allocation leg 8.5 (cbBTC 8.5*@85%, SOL 8.5*@7%, cbETH 8.3*@2%, JitoSOL 8.0*@1%)"
USD Farms,MWUSDC,Base,Morpho Blue,3.9482,3.97905,VERIFIED,3.46,on-chain (7d realized),,Med-High,unrated: internal signals only
USD Farms,SOL/BTC Market,Solana,Kamino Lend,3.94748,3.70145,VERIFIED,4.055,kamino-api,,Med-Low (7.3),"score 7.3; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4); market reserves leg 8.0 (SOL 8.5*@25%, dSOL 7.3*@24%, USDC 9.0@10%, JITOSOL 8.0*@9%, cbBTC 8.5*@6%, JupSOL 7.8*@5%, PYUSD 7.7@3%, hSOL 7.3*@3%, MSOL 8.0*@2%, vSOL 7.0*@2%)"
USD Farms,ARCHGV1USDC,Base,Morpho Blue,3.9452,3.92484,VERIFIED,3.991,yieldz (base),,Med-High,unrated: internal signals only
USD Farms,BBQUSDC,Arbitrum,Morpho Blue,3.93885,3.83272,VERIFIED,3.691,on-chain (7d realized),,Low (8.3),score 8.3; BBQUSDC 8.3 (pharos 8.3)
ETH Farms,Curve,Ethereum,Stake DAO,3.91019,3.91078,VERIFIED,1.907,curve-api (total),,High (3.0),score 3.0; WETH 9.0*; OETH unrated 3.0; worst leg: OETH
USD Farms,USDG,Solana,Loopscale,3.88168,3.88146,VERIFIED,3.882,loopscale-api,,Med-High (5.9),"score 5.9; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4); -1 tvl<1M; capped 5.9: collateral not visible"
USD Farms,API3COREUSDC,Ethereum,Morpho Blue,3.86481,3.75855,VERIFIED,3.884,yieldz (base),,Low (8.5),"score 8.5; allocation leg 8.5 (wstETH 8.5*@78%, wstETH 8.5*@21%)"
USD Farms,Ember Hilbert,Ethereum,Ember Protocol,3.8587,3.46897,VERIFIED,3.775,on-chain (7d realized),,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 5.9: allocation not visible"
USD Farms,Aave Mantle USDe,Mantle,Aave V3,3.83976,3.84838,VERIFIED,0.222,yieldz (base),,Med-Low (6.8),"score 6.8; USDE 6.8 (pharos 7.2, tid 6.5)"
USD Farms,SKYMONEYUSDTRISKCAPITAL,Ethereum,Morpho Blue,3.823,3.72065,VERIFIED,3.803,yieldz (base),,Med-High (5.9),score 5.9; allocation leg 7.4 (stUSDS 7.4@100%); -1 tvl<1M; -0.5 concentrated book 100%
USD Farms,DOLA/sUSDe,Ethereum,Curve DEX,3.81912,3.81179,VERIFIED,2.82,curve-api (total),,Med-High (5.0),"score 5.0; DOLA 5.0 (pharos 5.6, tid 4.5); SUSDE 6.0 (pharos 5.5, tid 6.5); worst leg: DOLA"
USD Farms,DOLA/sUSDS,Ethereum,Curve DEX,3.81362,3.73615,VERIFIED,2.961,curve-api (total),,Med-High (4.5),"score 4.5; DOLA 5.0 (pharos 5.6, tid 4.5); SUSDS 7.6 (pharos 7.8, tid 7.5); worst leg: DOLA; -0.5 pool 75% in DOLA"
USD Farms,KABUUSDC,Ethereum,Morpho Blue,3.79527,4.06026,VERIFIED,4.17,yieldz (base),,Med-High (4.4),"score 4.4; allocation leg 5.4 (MORPHO unrated@48%, wstETH 8.5*@37%, EIGEN 6.5*@2%, FLUID 7.6@0%); -1 tvl<1M"
USD Farms,Alpha USDC Enhanced V2,Ethereum,Morpho Blue,3.78005,4.82287,VERIFIED,4.106,yieldz (base),,High (3.5),"score 3.5; allocation leg 4.5 (savUSD 4.8@82%, wbravUSDC unrated@18%); -1 tvl<1M"
USD Farms,PRESTOUSDCP,Ethereum,Morpho Blue,3.77774,3.806,VERIFIED,3.781,yieldz (base),,Med-Low (7.0),score 7.0; allocation leg 8.5 (WBTC 8.5*@100%); -1 tvl<1M; -0.5 concentrated book 100%
USD Farms,pyUSD/crvUSD,Ethereum,Curve DEX,3.77518,4.14765,VERIFIED,3.733,curve-api (total),,Med-High (5.8),"score 5.8; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,AVGUSDCCONS,Ethereum,Morpho Blue,3.76096,3.79356,VERIFIED,3.767,yieldz (base),,Med-Low (7.0),score 7.0; allocation leg 8.5 (cbBTC 8.5*@100%); -1 tvl<1M; -0.5 concentrated book 100%
USD Farms,MWEURC,Base,Morpho Blue,3.75789,3.63582,VERIFIED,3.169,on-chain (7d realized),,Med-High,unrated: internal signals only
USD Farms,Aave Ethereum PYUSD,Ethereum,Aave V3,3.75403,9.25572,VERIFIED,3.825,yieldz (base),,Med-Low (7.7),"score 7.7; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0); pool collateral leg 8.5 (tBTC 9.0@47%, rETH 8.3*@35%, FBTC 7.3*@5%, weETH 7.0@4%, cbETH 8.3*@4%, BTC.b 7.4@1%, wstETH 8.5*@1%, AAVE 8.0*@1%, syrupUSDT 5.5@0%)"
USD Farms,GTUSDCC,Base,Morpho Blue,3.74338,3.73748,VERIFIED,3.997,yieldz (base),,Low (8.0),"score 8.0; allocation leg 8.5 (cbBTC 8.5*@94%, WETH 9.0*@5%, cbETH 8.3*@1%); -0.5 concentrated book 94%"
USD Farms,SPARKUSDC,Base,Morpho Blue,3.73734,3.7154,VERIFIED,2.898,yieldz (base),,Med-Low (6.4),"score 6.4; allocation leg 6.4 (USDe 6.8@89%, mGLO unrated@11%, JitoSOL 8.0*@0%)"
USD Farms,PUSDC,Base,Morpho Blue,3.73733,3.71541,VERIFIED,3.645,on-chain (7d realized),,Med-High,unrated: internal signals only
USD Farms,AVGUSDCCONSB,Base,Morpho Blue,3.73509,3.71567,VERIFIED,3.777,yieldz (base),,Med-Low (7.0),score 7.0; allocation leg 8.5 (cbBTC 8.5*@100%); -1 tvl<1M; -0.5 concentrated book 100%
USD Farms,USDT,Ethereum,Aave V3,3.7239,3.32136,VERIFIED,3.496,yieldz (base),,Med-Low (6.1),"score 6.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); pool collateral leg 8.4 (tBTC 9.0@45%, rETH 8.3*@34%, FBTC 7.3*@4%, weETH 7.0@4%, cbETH 8.3*@4%, XAUt 5.5@3%, LINK 8.0*@2%, BTC.b 7.4@1%, wstETH 8.5*@1%); -1 util 92%"
USD Farms,USDS-1 yVault,Ethereum,Yearn Finance,3.70055,3.58867,VERIFIED,3.696,ydaemon,,Med-Low (7.7),"score 7.7; USDS 8.3 (credora 8.4, pharos 8.0, tid 7.5, yearn 9.6); strategy book leg 8.2 (Spark USDS Compo~USDS 8.2†@100%); strategy book leg governs; -0.5 concentrated book 100%"
USD Farms,BBQUSDT,Ethereum,Morpho Blue,3.67502,3.5379,VERIFIED,3.041,yieldz (base),,Med-Low (7.6),"score 7.6; allocation leg 7.6 (WBTC 8.5*@33%, sUSDS 7.6@23%, weETH 7.0@16%, reUSD 5.2@13%, cbBTC 8.5*@10%, sUSDe 6.0@2%, wstETH 8.5*@2%, WBTC 8.5*@1%, PT-USDG-24SEP2026→USDG 6.8@0%, syrupUSDC 6.8@0%)"
USD Farms,frxUSD/trUSD,Ethereum,Curve DEX,3.65102,3.36758,VERIFIED,3.232,curve-api (total),,Med-High (5.2),"score 5.2; FRXUSD 6.1 (pharos 6.9, tid 5.5); TRUSD 5.2 (pharos 5.2); worst leg: TRUSD"
USD Farms,STEAKPYUSD,Ethereum,Morpho Blue,3.59177,3.56307,VERIFIED,3.679,yieldz (base),,Med-Low (6.5),"score 6.5; allocation leg 8.5 (wstETH 8.5*@43%, PAXG 8.5@42%, WBTC 8.5*@16%); -1 tvl<1M; -1 util 93%"
USD Farms,SKYMONEYUSDTSAVINGS,Ethereum,Morpho Blue,3.57168,4.07101,VERIFIED,2.513,yieldz (base),,Med-Low (7.1),"score 7.1; allocation leg 7.6 (sUSDS 7.6@100%, sUSDS 7.6@0%); -0.5 concentrated book 100%"
USD Farms,BBQTGBP,Ethereum,Morpho Blue,3.55962,3.55922,VERIFIED,0.06,yieldz (base),,Med-Low (7.8),"score 7.8; allocation leg 7.8 (cbBTC 8.5*@28%, XAUt 5.5@25%, WBTC 8.5*@22%, WETH 9.0*@13%, PAXG 8.5@11%, steakUSDC 6.4@0%, weETH 7.0@0%, USDC 9.0@0%, sUSDS 7.6@0%, wstETH 8.5*@0%)"
USD Farms,STEAKUSDT,Ethereum,Morpho Blue,3.55801,3.49789,VERIFIED,2.826,yieldz (base),,Med-High (5.0),"score 5.0; STEAKUSDT 5.0 (pharos 5.0); allocation leg 8.3 (WBTC 8.5*@57%, sUSDS 7.6@20%, cbBTC 8.5*@18%, WBTC 8.5*@3%, wstETH 8.5*@1%, wstETH 8.5*@0%, XAUt 5.5@0%, weETH 7.0@0%); credora vault A (psl 0.32%); worst leg: STEAKUSDT"
ETH Farms,9SETH,Ethereum,Lagoon,3.55486,3.62408,VERIFIED,6.419,on-chain (7d realized),,Med-Low (7.2),"score 7.2; strategy book leg 7.2 (Yield Basis - yb~cbBTC 8.5†@47%, Spark - Supply W~weETH 7.0†@35%, f(x) Protocol - ETH unrated@12%, Lagoon - 9Summit~USDC 5.9†@6%)"
USD Farms,Aave Ethereum USDS,Ethereum,Aave V3,3.55411,3.54777,VERIFIED,0.145,yieldz (base),,Low (8.3),"score 8.3; USDS 8.3 (credora 8.4, pharos 8.0, tid 7.5, yearn 9.6); pool collateral leg 8.5 (tBTC 9.0@47%, rETH 8.3*@35%, FBTC 7.3*@5%, weETH 7.0@4%, cbETH 8.3*@4%, BTC.b 7.4@1%, wstETH 8.5*@1%, AAVE 8.0*@1%, syrupUSDT 5.5@0%)"
USD Farms,GHO/crvUSD,Ethereum,Curve DEX,3.53416,3.63437,VERIFIED,3.56,curve-api (total),,Med-High (5.8),"score 5.8; GHO 7.0 (pharos 7.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,GTUSDT,Ethereum,Morpho Blue,3.5335,3.56623,VERIFIED,2.791,yieldz (base),,Low (8.1),"score 8.1; allocation leg 8.1 (sUSDS 7.6@51%, WBTC 8.5*@23%, cbBTC 8.5*@18%, wstETH 8.5*@6%, WBTC 8.5*@2%, wstETH 8.5*@1%, cbBTC 8.5*@0%); credora vault A- (psl 0.74%); allocation leg governs"
USD Farms,GTUSDTP,Ethereum,Morpho Blue,3.50054,3.46008,VERIFIED,2.791,yieldz (base),,Low (8.1),"score 8.1; allocation leg 8.1 (sUSDS 7.6@51%, WBTC 8.5*@23%, cbBTC 8.5*@18%, wstETH 8.5*@6%, WBTC 8.5*@2%, wstETH 8.5*@1%, cbBTC 8.5*@0%)"
ETH Farms,Stake DAO ETH+/ETH Vault,Ethereum,Stake DAO,3.48883,3.24836,VERIFIED,1.807,curve-api (total),,Low (8.9),score 8.9; ETHPLUS 8.9 (yearn 8.9); WETH 9.0*; worst leg: ETHPLUS
USD Farms,REUSD-USDC,Ethereum,Curve DEX,3.41,3.47,VERIFIED,3.638,on-chain (curve vp 7d),,Med-High (4.2),"score 4.2; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: REUSD; -1 tvl<1M"
ETH Farms,K3 Capital Earn WETH,Monad,Euler V2,3.40129,3.05184,VERIFIED,1.695,yieldz (base),,Low (8.0),score 8.0; WETH 9.0*; collateral leg 8.5 (wstETH 8.5*@100%); collateral leg governs; -0.5 lltv 95%
USD Farms,vbUSDT yVault,Katana,Yearn Finance,3.3544,2.88828,VERIFIED,2.696,ydaemon,,Med-High (5.8),"score 5.8; strategy book leg 5.8 (Morpho Yearn OG ~USDT 6.5†@79%, Single Sided Steer LP vbUS unrated@21%)"
ETH Farms,RCETH,Ethereum,Lagoon,3.3165,2.83449,VERIFIED,3.476,on-chain (7d realized),,Med-Low (6.8),"score 6.8; strategy book leg 7.8 (Lido - stETH~stETH 8.5†@65%, Morpho Vault - SigmaLa† 6.5†@35%); -1 tvl<1M"
USD Farms,SFRXUSD-SCRVUSD,Ethereum,Curve DEX,3.31,3.03714,VERIFIED,2.882,on-chain (curve vp 7d),,Med-High (4.8),"score 4.8; FRXUSD 6.1 (pharos 6.9, tid 5.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,CSAAUSD,Monad,Morpho Blue,3.29845,6.19829,VERIFIED,0.23,yieldz (base),,High (3.8),"score 3.8; allocation leg 3.8 (vUSD 3.9@85%, YZM unrated@14%)"
USD Farms,hyAUSD/AUSD,Monad,Curvance,3.28101,3.28478,VERIFIED,3.126,merkl (reward APR),,Med-High (5.1),score 5.1; collateral leg 6.1 (AUSD 6.1@100%); -1 tvl<1M
USD Farms,STEAKUSDT,Ethereum,Morpho Blue,3.26648,3.33611,VERIFIED,2.513,yieldz (base),,Med-High (4.5),"score 4.5; STEAKUSDT 5.0 (pharos 5.0); allocation leg 7.6 (sUSDS 7.6@100%, sUSDS 7.6@0%); credora vault A (psl 0.32%); worst leg: STEAKUSDT; -0.5 concentrated book 100%"
ETH Farms,Curve.fi Factory Plain Pool: msETH/WETH,Ethereum,Convex Finance,3.23895,4.18404,VERIFIED,1.324,curve-api (total),,High (2.0),score 2.0; WETH 9.0*; MSETH unrated 3.0; worst leg: MSETH; -1 pool 95% in msETH
USD Farms,USDC,Base,Aave V3,3.23767,3.29041,VERIFIED,3.279,yieldz (base),,Low (8.5),"score 8.5; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); pool collateral leg 8.5 (WETH 9.0*@35%, cbBTC 8.5*@32%, cbETH 8.3*@21%, weETH 7.0@7%, wstETH 8.5*@6%); pool collateral leg governs"
USD Farms,DAI-1 yVault,Ethereum,Yearn Finance,3.21823,3.20578,VERIFIED,3.218,ydaemon,,Low (8.0),"score 8.0; DAI 8.0 (pharos 8.0); strategy book leg 8.0 (DAI To USDC-1 De~DAI 8.0†@70%, DAI to USDS Depo~DAI 8.0†@30%)"
ETH Farms,Moo Curve wfrxETH-sfrxETH,Fraxtal,Beefy,3.21573,3.1806,VERIFIED,1.421,curve-api (total),,High (3.0),score 3.0; SFRXETH 8.0*; FRXETH unrated 3.0; worst leg: FRXETH
USD Farms,mTBILL,Ethereum,Midas RWA,3.21,3.43143,VERIFIED,3.288,on-chain (7d realized),,Med-High (5.2),score 5.2; MTBILL 5.2 (pharos 5.2)
ETH Farms,ETH+/ETH,Ethereum,Convex Finance,3.20983,3.27037,VERIFIED,1.807,curve-api (total),,Low (8.9),score 8.9; ETHPLUS 8.9 (yearn 8.9); WETH 9.0*; worst leg: ETHPLUS
ETH Farms,EVK Vault eWETH-3,Monad,Euler V2,3.19492,3.11089,VERIFIED,1.695,yieldz (base),,Low (8.0),score 8.0; WETH 9.0*; collateral leg 8.5 (wstETH 8.5*@100%); collateral leg governs; -0.5 lltv 95%
USD Farms,Core,Ethereum,Aave V4,3.19467,2.99241,VERIFIED,3.496,yieldz (base),,Med-Low (6.1),"score 6.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); pool collateral leg 8.4 (tBTC 9.0@45%, rETH 8.3*@34%, FBTC 7.3*@4%, weETH 7.0@4%, cbETH 8.3*@4%, XAUt 5.5@3%, LINK 8.0*@2%, BTC.b 7.4@1%, wstETH 8.5*@1%); -1 util 92%"
USD Farms,SPARKUSDTBC,Ethereum,Morpho Blue,3.18748,3.13366,VERIFIED,2.424,yieldz (base),,Med-Low (6.3),"score 6.3; allocation leg 8.3 (wstETH 8.5*@45%, WBTC 8.5*@40%, XAUt 5.5@5%, cbBTC 8.5*@5%, sUSDS 7.6@5%); -1 tvl<1M; -1 util 100%"
USD Farms,Aave Plasma USDe,Plasma,Aave V3,3.18476,2.91837,VERIFIED,0.958,yieldz (base),,Med-Low (6.8),"score 6.8; USDE 6.8 (pharos 7.2, tid 6.5); pool collateral leg 7.1 (USDT0 7.1@100%, WETH 9.0*@0%, PT-sUSDE-9APR2026→sUSDE 5.5@0%, PT-USDe-15JAN2026→USDe 6.3@0%, PT-sUSDE-15JAN2026→sUSDE 5.5@0%, PT-USDe-9APR2026→USDe 6.3@0%)"
ETH Farms,Aave Base WETH,Base,Aave V3,3.17407,2.15229,VERIFIED,2.876,yieldz (base),,Low (8.5),"score 8.5; WETH 9.0*; pool collateral leg 8.5 (cbBTC 8.5*@34%, USDC 9.0@30%, cbETH 8.3*@22%, weETH 7.0@7%, wstETH 8.5*@6%); pool collateral leg governs"
USD Farms,KUSDT,Ethereum,Morpho Blue,3.1712,3.15883,VERIFIED,2.424,yieldz (base),,Med-Low (6.3),"score 6.3; allocation leg 8.3 (wstETH 8.5*@45%, WBTC 8.5*@40%, XAUt 5.5@5%, cbBTC 8.5*@5%, sUSDS 7.6@5%); -1 tvl<1M; -1 util 100%"
