Data Check  ·  25 Aug 2026  ·  history checks: all rows; cross-source: yieldz protocol data + on-chain reads,,,,,,,,,,,
Tab,Farm,Chain,Protocol,APY Now,7d,Verdict,Cross-Source APY,Source,Flags,Risk,Risk Basis
USD Farms,Mento Fixed Price MM - EURm/USDm,Monad,Mento V3,22.53506,22.49623,VERIFIED,22.202,merkl (reward APR),,High (3.7),"score 3.7; EURM 5.6 (pharos 5.6); USDM 4.7 (pharos 4.4, tid 5.0); worst leg: USDM; -1 tvl<1M"
USD Farms,Curve,Ethereum,Stake DAO,21.65452,21.1472,VERIFIED,17.333,curve-api (total),,High (2.6),"score 2.6; SDUSD 3.6 (pharos 3.6); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: SDUSD; -1 tvl<1M"
USD Farms,VUSD-CRVUSD,Ethereum,Curve DEX,21.23551,21.38734,VERIFIED,21.5,curve-api (total),,High (2.9),"score 2.9; VUSD 3.9 (pharos 3.9); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: VUSD; -1 tvl<1M"
USD Farms,sdUSD/frxUSD,Ethereum,Curve DEX,19.5315,18.61243,VERIFIED,17.333,curve-api (total),,High (2.6),"score 2.6; SDUSD 3.6 (pharos 3.6); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: SDUSD; -1 tvl<1M"
USD Farms,Stake DAO pmUSD/frxUSD Vault,Ethereum,Stake DAO,19.10183,17.61029,VERIFIED,10.172,curve-api (total),,High (0.5),"score 0.5; PMUSD 0.5 (pharos 0.5); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: PMUSD; -1 tvl<1M; -1 pool 95% in pmUSD"
USD Farms,Stakedao,Ethereum,Beefy,18.87842,17.31419,VERIFIED,10.172,curve-api (total),,High (0.5),"score 0.5; PMUSD 0.5 (pharos 0.5); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: PMUSD; -1 tvl<1M; -1 pool 95% in pmUSD"
USD Farms,StableV2 AMM - USDC/msUSD,OP Mainnet,Velodrome V2,18.66277,16.69829,VERIFIED,13.775,merkl (reward APR),,High (0.6),"score 0.6; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); MSUSD 1.6 (pharos 1.6); worst leg: MSUSD; -1 tvl<1M"
USD Farms,For buying PT-sUSDat-14JAN2027,Monad,Pendle,18.49628,18.34308,VERIFIED,17.827,pendle-api,,High (2.0),score 2.0; SUSDAT 3.5 (tid 3.5); -0.5 PT wrapper; -0.5 tenor 142d; -0.5 PT liquidity <5M
USD Farms,For buying PT-jrUSDat-27AUG2026,Ethereum,Pendle,17.9629,17.72644,VERIFIED,19.05,pendle-api,,High,unrated: internal signals only
USD Farms,CRVUSD-CVCRVUSD,Ethereum,Convex Finance,17.95512,21.15747,VERIFIED,9.105,curve-api (total),,High (2.0),"score 2.0; CRVUSD 5.8 (pharos 7.3, tid 4.5); CVCRVUSD unrated 3.0; worst leg: CVCRVUSD; -1 tvl<1M"
USD Farms,Stakedao,Ethereum,Beefy,17.88662,15.82871,VERIFIED,18.096,beefy-api,,High (0.5),"score 0.5; PMUSD 0.5 (pharos 0.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: PMUSD; -1 tvl<1M; -1 pool 95% in pmUSD"
USD Farms,For buying PT-reUSDe-10DEC2026,Ethereum,Pendle,17.81996,17.97522,VERIFIED,17.817,pendle-api,,High (2.0),score 2.0; REUSDE 3.5 (tid 3.5); -0.5 PT wrapper; -0.5 tenor 107d; -0.5 PT liquidity <5M
USD Farms,reUSD/sfrxUSD,Ethereum,Convex Finance,17.57469,16.25855,VERIFIED,7.238,curve-api (total),,Med-High (4.7),"score 4.7; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: REUSD; -0.5 pool 76% in reUSD"
USD Farms,CADD-FRXUSD,Ethereum,Curve DEX,17.35035,17.18041,VERIFIED,17.36,curve-api (total),,Med-High (5.1),"score 5.1; CADD 6.3 (pharos 6.3); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: FRXUSD; -1 tvl<1M"
USD Farms,Pendle-10Dec26,Ethereum,Beefy,17.29928,17.40303,VERIFIED,17.299,beefy-api,,High (2.5),score 2.5; REUSDE 3.5 (tid 3.5); -1 tvl<1M
USD Farms,PT apyUSD 27AUG2026,Ethereum,Pendle,17.2837,16.91071,VERIFIED,17.309,pendle-api,,High (1.4),"score 1.4; APYUSD 1.9 (pharos 0.5, tid 3.0); -0.5 PT wrapper"
USD Farms,For LP | Maturity 10DEC2026,Ethereum,Pendle,17.26725,17.37007,VERIFIED,17.26,pendle-api,,High (3.5),score 3.5; REUSDE 3.5 (tid 3.5)
USD Farms,Convex,Ethereum,Beefy,16.6179,14.86758,VERIFIED,5.888,curve-api (total),,High (0.5),"score 0.5; FRXUSD 6.1 (pharos 6.9, tid 5.5); MSUSD 1.6 (pharos 1.6); worst leg: MSUSD; -1 tvl<1M; -1 pool 93% in msUSD"
USD Farms,frxUSD/msUSD,Ethereum,Convex Finance,16.45934,15.05098,VERIFIED,5.888,curve-api (total),,High (0.6),"score 0.6; FRXUSD 6.1 (pharos 6.9, tid 5.5); MSUSD 1.6 (pharos 1.6); worst leg: MSUSD; -1 pool 93% in msUSD"
USD Farms,reUSD/scrvUSD,Ethereum,Convex Finance,16.44453,15.71134,VERIFIED,7.367,curve-api (total),,Med-High (4.7),"score 4.7; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: REUSD; -0.5 pool 76% in reUSD"
USD Farms,Curve,Ethereum,Stake DAO,16.3769,15.64015,VERIFIED,7.238,curve-api (total),,High (3.7),"score 3.7; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: REUSD; -1 tvl<1M; -0.5 pool 76% in reUSD"
USD Farms,Moo Curve reUSD-scrvUSD,Ethereum,Beefy,16.27359,15.64059,VERIFIED,7.367,curve-api (total),,High (3.7),"score 3.7; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: REUSD; -1 tvl<1M; -0.5 pool 76% in reUSD"
USD Farms,AUSD-USDM,Monad,Mento V3,16.13261,16.85105,VERIFIED,15.717,merkl (reward APR),,Med-High (4.7),"score 4.7; AUSD 6.1 (pharos 6.3, tid 6.0); USDM 4.7 (pharos 4.4, tid 5.0); worst leg: USDM"
USD Farms,PLP apyUSD 27AUG2026,Ethereum,Pendle,15.93153,15.64382,VERIFIED,15.955,pendle-api,,High (1.9),"score 1.9; APYUSD 1.9 (pharos 0.5, tid 3.0)"
USD Farms,Stake DAO reUSD/scrvUSD Vault,Ethereum,Stake DAO,15.32309,15.25558,VERIFIED,7.367,curve-api (total),,Med-High (4.7),"score 4.7; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: REUSD; -0.5 pool 76% in reUSD"
USD Farms,PLP apyUSD 5NOV2026,Ethereum,Pendle,15.2444,15.5745,VERIFIED,15.259,pendle-api,,High (1.9),"score 1.9; APYUSD 1.9 (pharos 0.5, tid 3.0)"
USD Farms,PT apxUSD 27AUG2026,Ethereum,Pendle,14.67791,13.67473,VERIFIED,15.037,pendle-api,,High (0.5),"score 0.5; APXUSD 2.3 (pharos 0.5, tid 3.0, yearn 3.6); -1 tvl<1M; -0.5 PT wrapper; -0.5 PT liquidity <5M"
USD Farms,Curve,Ethereum,Stake DAO,14.49702,14.34785,VERIFIED,4.928,curve-api (total),,High (4.0),"score 4.0; USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: USD3; -1 tvl<1M"
USD Farms,PT apyUSD 5NOV2026,Ethereum,Pendle,14.4301,14.79601,VERIFIED,14.466,pendle-api,,High (1.4),"score 1.4; APYUSD 1.9 (pharos 0.5, tid 3.0); -0.5 PT wrapper"
USD Farms,StableV2 AMM - USDC/sUSD,OP Mainnet,Velodrome V2,14.39021,13.34061,VERIFIED,13.775,merkl (reward APR),,Med-High (5.1),"score 5.1; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); SUSD 5.1 (pharos 5.1); worst leg: SUSD"
USD Farms,mEDGE,Ethereum,Midas RWA,13.98,11.26143,VERIFIED,13.262,on-chain (7d realized),,Med-High,unrated: internal signals only
USD Farms,mEDGE,Monad,Midas RWA,13.98,11.26143,VERIFIED,21.85,on-chain (7d realized),,High,unrated: internal signals only
ETH Farms,Curve,Ethereum,Stake DAO,13.84933,13.93271,VERIFIED,10.01,curve-api (total),,High (2.0),score 2.0; ETH 9.0 (credora 9.0); ETHX unrated 3.0; worst leg: ETHX; -1 tvl<1M
USD Farms,PT USD3 17DEC2026,Ethereum,Pendle,13.71211,13.74962,VERIFIED,13.709,pendle-api,,High (4.0),"score 4.0; USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4); -0.5 PT wrapper; -0.5 tenor 114d"
USD Farms,Stake DAO USD3/frxUSD Vault,Ethereum,Stake DAO,13.41081,12.96717,VERIFIED,6.092,curve-api (total),,Med-High (4.5),"score 4.5; FRXUSD 6.1 (pharos 6.9, tid 5.5); USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4); worst leg: USD3; -0.5 pool 76% in frxUSD"
USD Farms,REUSD-SDOLA,Ethereum,Convex Finance,13.13593,12.27903,VERIFIED,4.918,curve-api (total),,High (3.9),"score 3.9; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); SDOLA 4.9 (pharos 5.4, tid 4.5); worst leg: SDOLA; -1 tvl<1M"
USD Farms,FRXUSD-USD3,Ethereum,Convex Finance,13.07411,13.362,VERIFIED,6.092,curve-api (total),,Med-High (4.5),"score 4.5; FRXUSD 6.1 (pharos 6.9, tid 5.5); USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4); worst leg: USD3; -0.5 pool 76% in frxUSD"
USD Farms,For LP | Maturity 27AUG2026,Ethereum,Pendle,12.94453,12.81397,VERIFIED,14.394,pendle-api,,High,unrated: internal signals only
USD Farms,Ember Pharos Alpha,Ethereum,Ember Protocol,12.9,12.08275,VERIFIED,12.107,on-chain (7d realized),,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 5.9: allocation not visible"
USD Farms,WAMONSUSDE-WAMONUSDT0,Monad,Balancer V3,12.66253,13.99915,VERIFIED,9.212,merkl (reward APR),,High,unrated: internal signals only
USD Farms,For buying PT-srUSDat-14JAN2027,Monad,Pendle,12.59045,12.86856,VERIFIED,10.504,pendle-api,,High,unrated: internal signals only
USD Farms,Stake DAO frxUSD/msUSD Vault,Ethereum,Stake DAO,12.47555,11.09572,VERIFIED,5.888,curve-api (total),,High (0.6),"score 0.6; FRXUSD 6.1 (pharos 6.9, tid 5.5); MSUSD 1.6 (pharos 1.6); worst leg: MSUSD; -1 pool 93% in msUSD"
USD Farms,MSUSD-FRAXBP,Ethereum,Convex Finance,12.40455,12.252,VERIFIED,7.058,curve-api (total),,High (0.5),score 0.5; MSUSD 1.6 (pharos 1.6); FRAXBP unrated 3.0; worst leg: MSUSD; -1 tvl<1M; -1 pool 95% in msUSD
USD Farms,Curve.fi FRAX/USDC,Ethereum,Convex Finance,12.25133,12.27238,VERIFIED,5.685,curve-api (total),,High (1.9),"score 1.9; FRAX 3.9 (pharos 5.6, tid 2.5); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: FRAX; -1 tvl<1M; -1 pool 90% in FRAX"
USD Farms,Mento Fixed Price MM - USDC/USDm,Monad,Mento V3,12.19616,12.42136,VERIFIED,10.107,merkl (reward APR),,High (3.7),"score 3.7; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); USDM 4.7 (pharos 4.4, tid 5.0); worst leg: USDM; -1 tvl<1M"
USD Farms,Moo Curve msUSD-FRAXBP,Ethereum,Beefy,12.10494,11.95238,VERIFIED,12.177,beefy-api,,High (0.6),"score 0.6; MSUSD 1.6 (pharos 1.6); FRAX 3.9 (pharos 5.6, tid 2.5); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: MSUSD; -1 tvl<1M"
USD Farms,For LP | Maturity 04FEB2027,Ethereum,Pendle,12.05076,8.86211,VERIFIED,12.052,pendle-api,,Med-Low (6.4),score 6.4; SBOLD 7.4 (pharos 7.4); -1 tvl<1M
USD Farms,Stake DAO evaUSDC/evaUSDT Vault,Ethereum,Stake DAO,12.02252,11.56691,VERIFIED,8.624,curve-api (total),,Med-High,unrated: internal signals only
USD Farms,Moo Curve frxUSD-msUSD,Ethereum,Beefy,12.0029,10.63773,VERIFIED,5.888,curve-api (total),,High (0.5),"score 0.5; FRXUSD 6.1 (pharos 6.9, tid 5.5); MSUSD 1.6 (pharos 1.6); worst leg: MSUSD; -1 tvl<1M; -1 pool 93% in msUSD"
USD Farms,USDp-csbUSDC,Hyperliquid L1,Balancer V3,12.00235,13.62481,VERIFIED,9.802,merkl (reward APR),,High (2.0),"score 2.0; USDP 5.6 (pharos 6.2, tid 5.0); CSBUSDC unrated 3.0; worst leg: CSBUSDC; -1 tvl<1M"
USD Farms,Curve,Ethereum,Stake DAO,11.98571,11.46779,VERIFIED,5.544,curve-api (total),,High (0.7),"score 0.7; ALUSD 2.7 (pharos 2.7); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: ALUSD; -1 tvl<1M; -1 pool 89% in alUSD"
USD Farms,pmUSD/crvUSD,Ethereum,Curve DEX,11.93555,10.63636,VERIFIED,12.047,curve-api (total),,High (0.5),"score 0.5; PMUSD 0.5 (pharos 0.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: PMUSD; -1 pool 95% in pmUSD"
USD Farms,For buying PT-strUSD-26NOV2026,Ethereum,Pendle,11.80322,11.775,VERIFIED,11.803,pendle-api,,Med-High,unrated: internal signals only
USD Farms,StableV2 AMM - USDC/alUSD,OP Mainnet,Velodrome V2,11.78882,11.09723,VERIFIED,13.775,merkl (reward APR),,High (2.7),"score 2.7; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); ALUSD 2.7 (pharos 2.7); worst leg: ALUSD"
USD Farms,PLP USD3 17DEC2026,Ethereum,Pendle,11.70844,11.82124,VERIFIED,11.707,pendle-api,,Med-High (5.0),"score 5.0; USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4)"
USD Farms,DUSD/frxUSD,Ethereum,Curve DEX,11.58826,10.76948,VERIFIED,11.738,curve-api (total),,Med-High (4.3),"score 4.3; FRXUSD 6.1 (pharos 6.9, tid 5.5); DUSD 4.3 (pharos 4.3); worst leg: DUSD"
USD Farms,PLP Flagship USDC SuperVault 26NOV2026,Ethereum,Pendle,11.53586,11.67342,VERIFIED,10.049,pendle-api,,High,unrated: internal signals only
USD Farms,USDT-USDE,Ethereum,Convex Finance,11.46076,11.87194,VERIFIED,4.726,curve-api (total),,Med-High (5.8),"score 5.8; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); USDE 6.8 (pharos 7.2, tid 6.5); worst leg: USDE; -1 tvl<1M"
USD Farms,For LP | Maturity 26NOV2026,Ethereum,Pendle,11.39526,11.45442,VERIFIED,11.394,pendle-api,,Med-High,unrated: internal signals only
ETH Farms,Curve.fi Factory Pool: ETHx-ETH,Ethereum,Curve DEX,11.34738,12.20411,VERIFIED,10.01,curve-api (total),,High (2.0),score 2.0; ETH 9.0 (credora 9.0); ETHX unrated 3.0; worst leg: ETHX; -1 tvl<1M
USD Farms,Curve,Ethereum,Stake DAO,11.28538,8.87595,VERIFIED,4.726,curve-api (total),,Med-High (5.8),"score 5.8; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); USDE 6.8 (pharos 7.2, tid 6.5); worst leg: USDE; -1 tvl<1M"
USD Farms,Curve,Ethereum,Stake DAO,11.23707,11.59175,VERIFIED,9.709,curve-api (total),,Med-High (4.1),"score 4.1; BOLD 8.4 (pharos 8.4); AVUSD 5.1 (pharos 5.9, tid 4.5); worst leg: AVUSD; -1 tvl<1M"
USD Farms,CRVUSD-ZCHF,Ethereum,Convex Finance,11.09473,10.90288,VERIFIED,4.932,curve-api (total),,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); ZCHF 5.8 (pharos 8.0, tid 4.0); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,AVUSD-AUSD,Monad,Balancer V3,11.07052,10.9867,VERIFIED,8.5,merkl (reward APR),,Med-High (5.1),"score 5.1; AVUSD 5.1 (pharos 5.9, tid 4.5); AUSD 6.1 (pharos 6.3, tid 6.0); worst leg: AVUSD"
USD Farms,Ember Y10K,Ethereum,Ember Protocol,11.01244,10.50131,VERIFIED,10.423,on-chain (7d realized),,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 5.9: allocation not visible"
USD Farms,PT apxUSD 5NOV2026,Ethereum,Pendle,10.96527,10.17939,VERIFIED,10.965,pendle-api,,High (1.3),"score 1.3; APXUSD 2.3 (pharos 0.5, tid 3.0, yearn 3.6); -0.5 PT wrapper; -0.5 PT liquidity <5M"
USD Farms,Aerodrome,Base,Beefy,10.93602,10.68449,VERIFIED,10.821,beefy-api,,High (0.6),"score 0.6; MSUSD 1.6 (pharos 1.6); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: MSUSD; -1 tvl<1M"
USD Farms,MainMarket,Sui,Current,10.79972,11.37214,VERIFIED,4.329,current-api,,Med-High (5.9),"score 5.9; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); -1 tvl<1M; capped 5.9: collateral not visible"
USD Farms,GAMILUSPC,Ethereum,Lagoon,10.6793,10.56793,VERIFIED,10.557,on-chain (7d realized),,High (2.5),score 2.5; strategy book leg 4.0 (Termstructure - ~USPC 4.0†@93%); -1 tvl<1M; -0.5 concentrated book 93%
USD Farms,PT reUSD 10DEC2026,Ethereum,Pendle,10.56998,10.70683,VERIFIED,10.57,pendle-api,,Med-High (4.2),"score 4.2; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); -0.5 PT wrapper; -0.5 tenor 107d"
USD Farms,PT earnAUSD 8OCT2026,Monad,Pendle,10.44409,10.46672,VERIFIED,10.444,pendle-api,,Med-High,unrated: internal signals only
USD Farms,MainMarket,Sui,Current,10.40878,10.12433,VERIFIED,2.344,current-api,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 5.9: collateral not visible"
USD Farms,PT Staked USDai 15OCT2026,Arbitrum,Pendle,10.31486,10.18722,VERIFIED,10.315,pendle-api,,Med-High (5.0),"score 5.0; SUSDAI 5.5 (pharos 6.0, tid 5.0); -0.5 PT wrapper"
USD Farms,alUSD/frxUSD,Ethereum,Convex Finance,10.14815,9.84102,VERIFIED,5.544,curve-api (total),,High (1.7),"score 1.7; ALUSD 2.7 (pharos 2.7); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: ALUSD; -1 pool 89% in alUSD"
USD Farms,pmUSD/frxUSD,Ethereum,Curve DEX,10.07971,9.2407,VERIFIED,10.172,curve-api (total),,High (0.5),"score 0.5; PMUSD 0.5 (pharos 0.5); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: PMUSD; -1 pool 95% in pmUSD"
USD Farms,PT Savings Usdd 27AUG2026,Ethereum,Pendle,9.93609,9.68055,VERIFIED,10.569,pendle-api,,High (3.6),score 3.6; SUSDD 4.1 (pharos 4.1); -0.5 PT wrapper
USD Farms,PLP Savings Usdd 27AUG2026,Ethereum,Pendle,9.930940000000001,9.36153,VERIFIED,10.517,pendle-api,,Med-High (4.1),score 4.1; SUSDD 4.1 (pharos 4.1)
USD Farms,Curve,Ethereum,Stake DAO,9.92529,9.23739,VERIFIED,5.116,curve-api (total),,Med-High (5.0),"score 5.0; FRXUSD 6.1 (pharos 6.9, tid 5.5); SUSDE 6.0 (pharos 5.5, tid 6.5); worst leg: SUSDE; -1 tvl<1M"
USD Farms,BOLD-AVUSD,Ethereum,Curve DEX,9.92427,10.38311,VERIFIED,9.709,curve-api (total),,Med-High (4.1),"score 4.1; BOLD 8.4 (pharos 8.4); AVUSD 5.1 (pharos 5.9, tid 4.5); worst leg: AVUSD; -1 tvl<1M"
USD Farms,Bitwise Premium+,Ethereum,Ember Protocol,9.84364,10.20992,VERIFIED,9.366,on-chain (7d realized),,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 5.9: allocation not visible"
USD Farms,PLP reUSD 10DEC2026,Ethereum,Pendle,9.82277,9.55748,VERIFIED,9.824,pendle-api,,Med-High (5.2),"score 5.2; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0)"
USD Farms,Bitcoin Dollar USDC,Ethereum,Fusion by IPOR,9.75053,9.5034,VERIFIED,9.759,ipor-api,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -1 tvl<1M; capped 5.9: allocation not visible"
USD Farms,Curve,Ethereum,Stake DAO,9.64462,9.42781,VERIFIED,5.058,curve-api (total),,Med-High (5.1),"score 5.1; FRXUSD 6.1 (pharos 6.9, tid 5.5); SGHO 7.2 (pharos 6.5, yearn 8.0); worst leg: FRXUSD; -1 tvl<1M"
USD Farms,For buying PT-srUSDat-27AUG2026,Ethereum,Pendle,9.57139,10.14868,VERIFIED,10.093,pendle-api,,High,unrated: internal signals only
USD Farms,Ember Earn,Ethereum,Ember Protocol,9.51882,9.03622,VERIFIED,9.07,on-chain (7d realized),,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 5.9: allocation not visible"
USD Farms,USDC,Solana,Loopscale,9.50582,9.77163,VERIFIED,9.553,loopscale-api,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 5.9: collateral not visible"
USD Farms,PT Staked USDai 25FEB2027,Arbitrum,Pendle,9.50034,9.34773,VERIFIED,9.5,pendle-api,,High (3.5),"score 3.5; SUSDAI 5.5 (pharos 6.0, tid 5.0); -0.5 PT wrapper; -1 tenor 184d; -0.5 PT liquidity <5M"
ETH Farms,Autopilot wETH Base,Base,Fusion by IPOR,9.24961,7.6988,VERIFIED,7.516,ipor-api,,Med-Low (6.0),"score 6.0; WETH 9.0*; allocation leg 6.0 (harvest-erc4626 6.0†@80%, harvest-erc4626 6.0†@20%, WETH 9.0*@0%, harvest-erc4626 6.0†@0%, harvest-erc4626 6.0†@0%, harvest-erc4626 6.0†@0%, harvest-erc4626 6.0†@0%, harvest-erc4626 6.0†@0%, harvest-erc4626 6.0†@0%, harvest-erc4626 6.0†@0%); allocation leg governs"
USD Farms,Steakhouse Ethena USDtb,Ethereum,Morpho Blue,9.24693,6.40934,VERIFIED,5.385,on-chain (7d realized),,Med-High,unrated: internal signals only
USD Farms,Curve,Ethereum,Stake DAO,9.2301,10.9425,VERIFIED,4.918,curve-api (total),,Med-High (4.9),"score 4.9; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); SDOLA 4.9 (pharos 5.4, tid 4.5); worst leg: SDOLA"
USD Farms,reUSD/scrvUSD,Ethereum,Curve DEX,9.21421,8.50804,VERIFIED,7.367,curve-api (total),,Med-High (4.7),"score 4.7; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: REUSD; -0.5 pool 76% in reUSD"
USD Farms,GAMIUSDC,Ethereum,Lagoon,9.20041,9.19,VERIFIED,8.948,on-chain (7d realized),,Med-High (5.5),"score 5.5; strategy book leg 5.5 (Lagoon - Gami US~USDC 5.9†@43%, Termstructure - ~USPC 4.0†@23%, Termstructure - ~rlUSD 5.5†@12%, Morpho Market - Supply[pusdc] 8.5†@11%, Lagoon - Coinshi~USPC 4.0†@9%, Morpho Vault - Steakho† 6.5†@1%)"
USD Farms,OnRe Market,Solana,Kamino Lend,9.19481,8.59708,VERIFIED,9.172,kamino-api,,High (3.7),"score 3.7; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4); market reserves leg 5.7 (ONyc 4.4@71%, USDC 9.0@28%, PT-ONyc-10SEP26→ONyc 3.9@1%, USDS 8.3@0%, USDC 9.0@0%, USDC 9.0@0%, USDC 9.0@0%, AUSD 6.1@0%, USDC 9.0@0%, USDT 7.1@0%); market reserves leg governs; -1 tvl<1M; -1 util 97%"
USD Farms,CRV LlamaLend Recovery,Ethereum,Curve DEX,9.18957,11.54528,VERIFIED,9.105,curve-api (total),,High (2.0),"score 2.0; CRVUSD 5.8 (pharos 7.3, tid 4.5); CVCRVUSD unrated 3.0; worst leg: CVCRVUSD; -1 tvl<1M"
USD Farms,TESS USDC wsrUSD Loop,Ethereum,Fusion by IPOR,9.15514,6.56334,VERIFIED,9.212,ipor-api,,High (2.0),"score 2.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); allocation leg 4.5 (wsrUSD 4.5@100%); allocation leg governs; -1 tvl<1M; -1 leveraged strategy; -0.5 concentrated book 100%"
USD Farms,PLP Strata Senior USDat 27AUG2026,Ethereum,Pendle,9.12143,9.6569,VERIFIED,9.605,pendle-api,,High,unrated: internal signals only
USD Farms,PLP Staked USDai 25FEB2027,Arbitrum,Pendle,9.09589,8.87847,VERIFIED,9.096,pendle-api,,Med-High (5.5),"score 5.5; SUSDAI 5.5 (pharos 6.0, tid 5.0)"
USD Farms,PLP earnAUSD 8OCT2026,Monad,Pendle,9.08192,9.16011,VERIFIED,9.082,pendle-api,,Med-High,unrated: internal signals only
USD Farms,PLP apxUSD 27AUG2026,Ethereum,Pendle,9.047830000000001,7.60623,VERIFIED,9.617,pendle-api,,High (1.3),"score 1.3; APXUSD 2.3 (pharos 0.5, tid 3.0, yearn 3.6); -1 tvl<1M"
USD Farms,PT Flagship USDC SuperVault 26NOV2026,Ethereum,Pendle,9.01454,9.00976,VERIFIED,7.497,pendle-api,,High,unrated: internal signals only
USD Farms,Fluid USDT0,Plasma,Fluid Lending,9.01,8.04143,VERIFIED,8.646,yieldz (base),,High (3.0),"score 3.0; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); collateral leg 3.0 (sUSDai-USDT0 unrated@100%); collateral leg governs"
USD Farms,reUSD/fxUSD,Ethereum,Curve DEX,8.95982,8.98927,VERIFIED,8.67,curve-api (total),,High (3.7),"score 3.7; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); FXUSD 7.7 (pharos 7.2, yearn 8.4); worst leg: REUSD; -1 tvl<1M; -0.5 pool 76% in reUSD"
USD Farms,For LP | Maturity 22OCT2026,Plasma,Pendle,8.95804,8.93589,VERIFIED,9.514,pendle-api,,Med-Low (6.0),"score 6.0; SUSDE 6.0 (pharos 5.5, tid 6.5)"
USD Farms,TULIPAUSDC,Ethereum,Lagoon,8.92307,8.66614,VERIFIED,9.072,on-chain (7d realized),,Med-High (4.8),"score 4.8; strategy book leg 4.8 (Lagoon - Gami US~USDC 5.9†@27%, Reenlever - Supp~USDT 7.1†@21%, Accountable - aHYPER Loopi unrated@19%, Emberso - Bitwise Premium+ unrated@17%, Spectra - Claimable De† 5.5†@7%, Convex - PMUSD/C~PMUSD 0.5†@5%, Morpho Vault - C~USDC 6.5†@2%)"
USD Farms,SYNUSD,Ethereum,Lagoon,8.91722,8.59883,VERIFIED,13.86,on-chain (7d realized),,Med-High (5.4),score 5.4; strategy book leg 5.9 (Lagoon - Syntrop~USDC 5.9†@99%); -0.5 concentrated book 99%
